Changes_20181109_1159_-Gen5_Kombi-03_Prod_Dev-20_Specifications-10_Customer_Requirements-Consolidated-40_Requirements_-_Functions_3.1_sv,AccStateCurrentConsolidation_sv,OEM_ID_sv,Comparison with '/Gen5_Kombi/03_Prod_Dev/20_Specifications/10_Customer_Requirements/Consolidated/40_Requirements_-_Functions' version: 3.1,FSM,English_sv,Function_sv
unchanged,CON,40_22437,Die Einträge der Tafel werden einzeilig dargestellt.,non-FS,The entries of the board are single-line represented.,TBD
unchanged,CON,40_22438,Die Einträge der Tafel sind feststehend. Der Cursor der Tafel wird getoggelt.,non-FS,The entries of the board are being certain. The cursor of the board is getoggelt.,TBD
unchanged,CON,40_22439,Zwei Textzeilen sind für die Überschrift A/B und/oder Gesprächsdauer/-status reseviert. Im Gegensatz zum Kombi können im HUD nur zwei anstatt drei Textinformationen gleichzeitig angezeigt werden.,non-FS,Two lines of text are reseviert for the heading A/B and/or conversation duration/state. Contrary to the combination only two can be at the same time displayed instead of three textual information in HUD.,TBD
unchanged,CON,40_22834, Existieren Überschrift A und Überschrift B so werden diese immer in den ersten beiden Zeilen angezeigt.,non-FS,Exists heading A and heading B these always in the first two lines is in such a way displayed.,TBD
unchanged,CON,40_22837,"Falls die Gesprächsdauer und gleichzeitig der Gesprächsstaus aktiv sind, hat die Gesprächsdauer eine höhere Priorität. ",non-FS,"If the conversation duration and at the same time the conversation back-up active are, the conversation duration has a higher priority.",TBD
unchanged,CON,40_22839,"Falls Anruficon und gleichzeitig  das Anruffoto aktiv sind, hat das Anruficon die höhere Priorität.",non-FS,"If calling icon and at the same time the calling photo active are, the calling icon has the higher priority.",TBD
unchanged,CON,40_22491,Falls Überschrift A nicht existiert gilt:  ,non-FS,If heading A is not valid existed:,TBD
unchanged,CON,40_22832,Überschrift B an der Position vom Überschrift A (erste Zeile) angezeigt. ,non-FS,Heading B at the item displayed by heading A (first line).,TBD
unchanged,CON,40_22833,Gesprächsdauer/-status wird an der Position von Überschrift B (zweite Zeile) dargestellt,non-FS,Conversation duration/state is represented at the item by heading B (second line),TBD
unchanged,CON,40_22835,Falls Überschrift B nicht existiert gilt:  ,non-FS,If heading B is not valid existed:,TBD
unchanged,CON,40_22838,Überschrift A wird in der ersten Zeile angezeigt.,non-FS,Heading A is displayed in the first line.,TBD
unchanged,CON,40_22836,Gesprächsdauer/-status wird an der Position von Überschrift B (zweite Zeile) dargestellt,non-FS,Conversation duration/state is represented at the item by heading B (second line),TBD
unchanged,CON,40_22424,Layout 2,non-FS,Layout 2,TBD
unchanged,NRQ,40_22480,"Beispielgrafik:
 ",non-FS,<<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>>Example graphics:,TBD
unchanged,CON,40_22425,Layout 6,non-FS,Layout 6,TBD
unchanged,NRQ,40_22440,"Beispielgrafik:
 ",non-FS,<<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>>Example graphics:,TBD
unchanged,NRQ,40_22441,14.8.61.5.3.4.2 Tafel für manuelle Sendersuche und Mitteilungsbedienung mit Reitersystem,non-FS,Board for manual sender search and message operation with rider system,TBD
unchanged,CON,40_22442,Layout 2,non-FS,Layout 2,TBD
unchanged,CON,40_22426,In der Tafel werden maximal 5 Textzeilen gleichzeitig dargestellt. ,non-FS,In the board max. 5 lines of text are represented at the same time.,TBD
unchanged,NRQ,40_22411,"Beispielgrafik:
 ",non-FS,<<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>>Example graphics:,TBD
unchanged,CON,40_22443,Layout 6,non-FS,Layout 6,TBD
unchanged,CON,40_22427,In der Tafel werden maximal 3 Textzeilen gleichzeitig dargestellt.,non-FS,In the board max. 3 lines of text are represented at the same time.,TBD
unchanged,NRQ,40_22413,"Beispielgrafik:
 ",non-FS,<<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>>Example graphics:,TBD
unchanged,NRQ,40_22373,14.8.61.5.3.5 Spracheingabe Popup,non-FS,Speech input Popup,TBD
unchanged,CON,40_22460,Die Spracheingabe im HUD ist funktional gleich zu der im Kombi. ,non-FS,The speech input in HUD is functional equal too in the combination.,TBD
unchanged,CON,40_22461,Die Spracheingabe im HUD hat folgende Elemente:,non-FS,The speech input in HUD has the following items:,TBD
unchanged,CON,40_22462,Gesprächsstatus,non-FS,Conversation state,TBD
unchanged,CON,40_22463,Statussysmbol,non-FS,Statussysmbol,TBD
unchanged,CON,40_22464,Identisch zum Kombi ändern die Spracheingabe-Elemente ihre Farbe abhängig vom FES Modus. (blau oder orange),non-FS,Identically to the combination the speech input items modify their color dependent on the FES mode. (blue or orange),TBD
unchanged,NRQ,40_114,14.8.62 Condition Based Service (CBS),non-FS,Condition Based service (CBS),TBD
unchanged,CON,40_829,Die Anforderungen an den Condition Based Service nach [LH 10000943] sind zu erfüllen.,non-FS,The request of the condition Based after service [LH 10000943] are to be fulfilled.,TBD
unchanged,NRQ,40_7516,14.8.62.1 Eingangsdaten,non-FS,Input data,TBD
unchanged,NRQ,40_7519,14.8.62.1.1 CAF / Herstellerdaten,non-FS,CAF/manufacturer data,TBD
unchanged,CON,40_7606,"CBS_ANZEIGE_SCHWELLE_WEG	Default = FFh,	Wertebereich = 1 ... FFh, 	Auflösung = 200 km",non-FS,"CBS_ANZEIGE_SCHWELLE_WEG default = FFh, scope = 1… FFh, resolution = 200 km",TBD
unchanged,CON,40_7607,"CBS_ANZEIGE_SCHWELLE_ZEIT	Default = FFh,	Wertebereich = 1 ... FFh, 	Auflösung = 1 Monat",non-FS,"CBS_ANZEIGE_SCHWELLE_ZEIT default = FFh, scope = 1… FFh, resolution = 1 month",TBD
unchanged,CON,40_7608,"CBS_RES_SPERRE			Default = 5Ah,	Wertebereich = 1 ... 64h, 	Auflösung = 1 %",non-FS,"CBS_RES_SPERRE default = 5Ah, scope = 1… 64h, resolution = 1%",TBD
unchanged,CON,40_15910,BR_KENNUNG,non-FS,BR_KENNUNG,TBD
unchanged,CON,40_7609,Folgende Codierwerte sind im CBS-FuBi-LH definiert:,non-FS,The following coding values are defined in the CBS FuBi LH:,TBD
unchanged,CON,40_13273,CBS_GELB_WEG,non-FS,CBS_GELB_WEG,TBD
unchanged,CON,40_13276,CBS_GELB_HUAU,non-FS,CBS_GELB_HUAU,TBD
unchanged,CON,40_13277,CBS_GELB_ZEIT,non-FS,CBS_GELB_ZEIT,TBD
unchanged,CON,40_13278,CBS_WEG_FAKTOR_FZGCHECK_DEPEND,non-FS,CBS_WEG_FAKTOR_FZGCHECK_DEPEND,TBD
unchanged,CON,40_13279,CBS_ZEIT_FAKTOR_FZGCHECK_DEPEND,non-FS,CBS_ZEIT_FAKTOR_FZGCHECK_DEPEND,TBD
unchanged,CON,40_13280,CBS_EINHEIT_FZGCHK_DEPEND,non-FS,CBS_EINHEIT_FZGCHK_DEPEND,TBD
unchanged,CON,40_13281,CBS_STATUS_FZGCHK_DEPEND,non-FS,CBS_STATUS_FZGCHK_DEPEND,TBD
unchanged,CON,40_13282,CBS_STAT_SC_FZGCHK_DEPEND,non-FS,CBS_STAT_SC_FZGCHK_DEPEND,TBD
unchanged,CON,40_13283,CBS_STATUS_AU,non-FS,CBS_STATUS_AU,TBD
unchanged,CON,40_13284,CBS_STAT_SC_AU,non-FS,CBS_STAT_SC_AU,TBD
unchanged,CON,40_13285,CBS_STATUS_HU,non-FS,CBS_STATUS_HU,TBD
unchanged,CON,40_13286,CBS_STAT_SC_HU,non-FS,CBS_STAT_SC_HU,TBD
unchanged,CON,40_13288,CBS_EINHEIT_BB_VORNE,non-FS,CBS_EINHEIT_BB_VORNE,TBD
unchanged,CON,40_13289,CBS_STATUS_BB_VORNE,non-FS,CBS_STATUS_BB_VORNE,TBD
unchanged,CON,40_13290,CBS_STAT_SC_BB_VORNE,non-FS,CBS_STAT_SC_BB_VORNE,TBD
unchanged,CON,40_13291,CBS_EINHEIT_BB_HINTEN,non-FS,CBS_EINHEIT_BB_HINTEN,TBD
unchanged,CON,40_13292,CBS_STATUS_BB_HINTEN,non-FS,CBS_STATUS_BB_HINTEN,TBD
unchanged,CON,40_13293,CBS_STAT_SC_BB_HINTEN,non-FS,CBS_STAT_SC_BB_HINTEN,TBD
unchanged,CON,40_13294,CBS_EINHEIT_MOTOROEL,non-FS,CBS_EINHEIT_MOTOROEL,TBD
unchanged,CON,40_13295,CBS_STATUS_MOTOROEL,non-FS,CBS_STATUS_MOTOROEL,TBD
unchanged,CON,40_13296,CBS_STAT_SC_MOTOROEL,non-FS,CBS_STAT_SC_MOTOROEL,TBD
unchanged,CON,40_13297,CBS_INT_ZEIT_FZGCHK_INTERN,non-FS,CBS_INT_ZEIT_FZGCHK_INTERN,TBD
unchanged,CON,40_13298,CBS_INT_WEG_FZGCHK_INTERN,non-FS,CBS_INT_WEG_FZGCHK_INTERN,TBD
unchanged,CON,40_13299,CBS_EINHEIT_FZGCHK_INTERN,non-FS,CBS_EINHEIT_FZGCHK_INTERN,TBD
unchanged,CON,40_13300,CBS_STATUS_FZGCHK_INTERN,non-FS,CBS_STATUS_FZGCHK_INTERN,TBD
unchanged,CON,40_13301,CBS_STAT_SC_FZGCHK_INTERN,non-FS,CBS_STAT_SC_FZGCHK_INTERN,TBD
unchanged,CON,40_13302,CBS_INT_ZEIT_BREMSFL,non-FS,CBS_INT_ZEIT_BREMSFL,TBD
unchanged,CON,40_13303,CBS_INT_WEG_BREMSFL,non-FS,CBS_INT_WEG_BREMSFL,TBD
unchanged,CON,40_13304,CBS_EINHEIT_BREMSFL,non-FS,CBS_EINHEIT_BREMSFL,TBD
unchanged,CON,40_13305,CBS_STATUS_BREMSFL,non-FS,CBS_STATUS_BREMSFL,TBD
unchanged,CON,40_13306,CBS_STAT_SC_BREMSFL,non-FS,CBS_STAT_SC_BREMSFL,TBD
unchanged,CON,40_13307,CBS_INT_ZEIT_UEBERGABE,non-FS,CBS_INT_ZEIT_UEBERGABE,TBD
unchanged,CON,40_13308,CBS_INT_WEG_UEBERGABE,non-FS,CBS_INT_WEG_UEBERGABE,TBD
unchanged,CON,40_13309,CBS_EINHEIT_UEBERGABE,non-FS,CBS_EINHEIT_UEBERGABE,TBD
unchanged,CON,40_13310,CBS_STATUS_UEBERGABE,non-FS,CBS_STATUS_UEBERGABE,TBD
unchanged,CON,40_13311,CBS_STAT_SC_UEBERGABE,non-FS,CBS_STAT_SC_UEBERGABE,TBD
unchanged,CON,40_13312,CBS_INT_ZEIT_EINF_KONTR,non-FS,CBS_INT_ZEIT_EINF_KONTR,TBD
unchanged,CON,40_13313,CBS_INT_WEG_EINF_KONTR,non-FS,CBS_INT_WEG_EINF_KONTR,TBD
unchanged,CON,40_13314,CBS_EINHEIT_EINF_KONTR,non-FS,CBS_EINHEIT_EINF_KONTR,TBD
unchanged,CON,40_13315,CBS_STATUS_EINF_KONTR,non-FS,CBS_STATUS_EINF_KONTR,TBD
unchanged,CON,40_13316,CBS_STAT_SC_EINF_KONTR,non-FS,CBS_STAT_SC_EINF_KONTR,TBD
unchanged,CON,40_13317,CBS_INT_ZEIT_BSI,non-FS,CBS_INT_ZEIT_BSI,TBD
unchanged,CON,40_13318,CBS_INT_WEG_BSI,non-FS,CBS_INT_WEG_BSI,TBD
unchanged,CON,40_13319,CBS_EINHEIT_BSI,non-FS,CBS_EINHEIT_BSI,TBD
unchanged,CON,40_13320,CBS_STATUS_BSI,non-FS,CBS_STATUS_BSI,TBD
unchanged,CON,40_13321,CBS_STAT_SC_BSI,non-FS,CBS_STAT_SC_BSI,TBD
unchanged,CON,40_14307,CBS_EINHEIT_DPF,non-FS,CBS_EINHEIT_DPF,TBD
unchanged,CON,40_14308,CBS_STATUS_DPF,non-FS,CBS_STATUS_DPF,TBD
unchanged,CON,40_14309,CBS_STAT_SC_DPF,non-FS,CBS_STAT_SC_DPF,TBD
unchanged,CHK,40_24967,CBS_EINHEIT_WASSERFILTER,non-FS,<<< TRANSLATION MUST BE UPDATED >>>,TBD
unchanged,CHK,40_24968,CBS_STATUS_WASSERFILTER,non-FS,<<< TRANSLATION MUST BE UPDATED >>>,TBD
unchanged,CHK,40_24969,CBS_STAT_SC_WASSERFILTER,non-FS,<<< TRANSLATION MUST BE UPDATED >>>,TBD
unchanged,CON,40_21386,CBS_EINHEIT_GETRIEBEOEL,non-FS,CBS_EINHEIT_GETRIEBEOEL,TBD
unchanged,CON,40_21387,CBS_STATUS_GETRIEBEOEL,non-FS,CBS_STATUS_GETRIEBEOEL,TBD
unchanged,CON,40_21388,CBS_STAT_SC_GETRIEBEOEL,non-FS,CBS_STAT_SC_GETRIEBEOEL,TBD
unchanged,CON,40_13322,Im CBS-FuBi-LH sind Betriebsdaten definiert. Die dort definierten Anlieferwerte sind bei der Kombiherstellung ins EEPROM einzutragen.,non-FS,In the CBS FuBi LH operational data are defined. The delivery values defined there are to be entered during the combination establishment in the EEPROM.,TBD
unchanged,NRQ,40_7520,14.8.62.1.2 Bus,non-FS,Bus,TBD
unchanged,CON,40_7522,"Dienste (MUX) (Dynamische PDU Switch=48 (Bedarfsorientierter Service Meldung),  Basis-ID=580h + Sender SG-ID, ID2=30h)",non-FS,"Services (MUX) (dynamic PDU Switch=48 (requirement-orientated service signal), Basis-ID=580h + sender SG-ID, ID2=30h)",TBD
unchanged,CON,40_7526,"ID_Funktion_BOS_Meldung  
	ID_FN_BOS_MESS,			Init- und Ersatzwert siehe ID 55_413",non-FS,"ID_Funktion_BOS_Meldung  
ID_FN_BOS_MESS, to INIT and replacement value see ID 55_413",TBD
unchanged,CON,40_7527,"Restlaufleistung_BOS  
	RMMI_BOS,				Init- und Ersatzwert siehe ID 55_414",non-FS,"Restlaufleistung_BOS  
RMMI_BOS, to INIT and replacement value see ID 55_414",TBD
unchanged,CON,40_7528,"Status_Einheit_BOS  
	ST_UN_BOS,				Init- und Ersatzwert siehe ID 55_415",non-FS,"Status_Einheit_BOS  
ST_UN_BOS, to INIT and replacement value see ID 55_415",TBD
unchanged,CON,40_7529,"Status_BOS_Daten  
ST_BOS_DT,				Init- und Ersatzwert siehe ID 55_416",non-FS,"Status_BOS_Daten  
ST_BOS_DT, to INIT and replacement value see ID 55_416",TBD
unchanged,CON,40_7530,"Verfügbarkeit_BOS_Meldung  
AVAI_BOS_MESS,			Init- und Ersatzwert siehe ID 55_417",non-FS,"Verfügbarkeit_BOS_Meldung  
AVAI_BOS_MESS, to INIT and replacement value see ID 55_417",TBD
unchanged,CON,40_7531,"Zähler_Rückstellung_BOS_Meldung  
COU_RSTG_BOS_MESS,    		Init- und Ersatzwert siehe ID 55_418",non-FS,"Zähler_Rückstellung_BOS_Meldung  
COU_RSTG_BOS_MESS, to INIT and replacement value see ID 55_418",TBD
unchanged,CON,40_12311,Die detaillierte Beschreibung für die Botschaftsüberwachung und zugehörigem FSP sowie die Gültigkeitsprüfung der in dieser Funktion verwendeten Signale auf ihre funktionsspezifischen Wertebereiche sind für beide Servie-Meldungen in der Anforderung 51_12308 und 51_12309 zusammengefasst.,non-FS,"The detailed description for the message inspection and appropriate FSP as well as the validation of the signals to their function specific scopes, used in this function, are summarized for both Servie signals in the request 51_12308 and 51_12309.",TBD
unchanged,CON,40_7523,"Dienste (MUX) (Dynamische PDU Switch=50 (Bedarfsorientierter Service Meldung 2), Basis-ID=580h + Sender SG-ID, ID2=32h)",non-FS,"Services (MUX) (dynamic PDU Switch=50 (requirement-orientated service signal 2), Basis-ID=580h + sender SG-ID, ID2=32h)",TBD
unchanged,CON,40_7539,"ID_Funktion_BOS_Meldung_2  
ID_FN_BOS_MESS_2,			Init- und Ersatzwert siehe ID 55_419",non-FS,"ID_Funktion_BOS_Meldung_2  
To ID_FN_BOS_MESS_2, INIT and replacement value see ID 55_419",TBD
unchanged,CON,40_7540,"Prognose_Intervall_Weg_BOS_Meldung_2  
FRC_INTM_WAY_BOS_MESS_2,    	Init- und Ersatzwert siehe ID 55_420",non-FS,"Prognose_Intervall_Weg_BOS_Meldung_2  
To FRC_INTM_WAY_BOS_MESS_2, INIT and replacement value see ID 55_420",TBD
unchanged,CON,40_7541,"Zieltermin_Jahr_BOS_Meldung_2 
TARD_YR_BOS_MESS_2,   		Init- und Ersatzwert siehe ID 55_421",non-FS,"Zieltermin_Jahr_BOS_Meldung_2 
To TARD_YR_BOS_MESS_2, INIT and replacement value see ID 55_421",TBD
unchanged,CON,40_7542,"Zieltermin_Monat_BOS_Meldung_2  
TARD_MON_BOS_MESS_2,		Init- und Ersatzwert siehe ID 55_422",non-FS,"Zieltermin_Monat_BOS_Meldung_2  
To TARD_MON_BOS_MESS_2, INIT and replacement value see ID 55_422",TBD
unchanged,CON,40_7543,"Prognose_Intervall_Zeit_BOS_Meldung_2   
FRC_INTM_T_BOS_MESS_2,   		Init- und Ersatzwert siehe ID 55_423",non-FS,"Prognose_Intervall_Zeit_BOS_Meldung_2   
To FRC_INTM_T_BOS_MESS_2, INIT and replacement value see ID 55_423",TBD
unchanged,CON,40_8185,"Umschalten_CBS_condition-based-repair_BOS_Meldung_2 
CHOV_CBS_COBR_BOS_MESS_2, 	Init- und Ersatzwert siehe ID 55_424",non-FS,"Umschalten_CBS_condition-based-repair_BOS_Meldung_2 
To CHOV_CBS_COBR_BOS_MESS_2, INIT and replacement value see ID 55_424",TBD
unchanged,CHK,40_12308,"Die Botschaften werden auf Timeout überwacht. Die Bedingungen zur Botschaftsüberwachung sind im FuBi-LH CBS beschrieben.
Im Fehlerfall werden die
DTC's:		
CBS_MESSUNG_OEL_TIMEOUT
CBS_MESSUNG_BBV_TIMEOUT
CBS_MESSUNG_BBH_TIMEOUT
CBS_MESSUNG_DPF_TIMEOUT
CBS_MESSUNG_WASSERFILTER_TIMEOUT
CBS_MESSUNG_GETRIEBEOEL_TIMEOUT
nach der Fehlerspeicher-Entprellung eingetragen.",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>The messages are monitored on time-out. The conditions for message inspection are descriptive in the FuBi LH CBS.
In the event of an error those become
DTC's: 
CBS_MESSUNG_OEL_TIMEOUT
CBS_MESSUNG_BBV_TIMEOUT
CBS_MESSUNG_BBH_TIMEOUT
CBS_MESSUNG_DPF_TIMEOUT
CBS_MESSUNG_GETRIEBEOEL_TIMEOUT
after the Fehlerspeicher Entprellung entered.",TBD
unchanged,CHK,40_12309,"Detaillierte Beschreibung zur Gültigkeitsprüfung der in dieser Funktion verwendeten Signale auf ihre funktionsspezifischen Wertebereiche siehe im FuBi-LH CBS.
Im Fehlerfall werden die
DTC's:
CBS_MESSUNG_OEL_APPL
CBS_MESSUNG_BBV_APPL
CBS_MESSUNG_BBH_APPL
CBS_MESSUNG_DPF_APPL
CBS_MESSUNG_WASSERFILTER_APPL
CBS_MESSUNG_GETRIEBEOEL_APPL
nach der Fehlerspeicher-Entprellung eingetragen.",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Detailed description for the validation of the signals to its function specific scopes, used in this function, see in the FuBi LH CBS.
In the event of an error those become
DTC's:
CBS_MESSUNG_OEL_APPL
CBS_MESSUNG_BBV_APPL
CBS_MESSUNG_BBH_APPL
CBS_MESSUNG_DPF_APPL
CBS_MESSUNG_GETRIEBEOEL_APPL
after the Fehlerspeicher Entprellung entered.",TBD
unchanged,CON,40_7551,"Status Service Call TeleX (STAT_SERV_C_TELEX, 30Fh)",non-FS,"State service call telex (STAT_SERV_C_TELEX, 30Fh)",TBD
unchanged,CON,40_7553,"Verfügbarkeit_Service_TeleX  
AVAI_SER_TeleX,		Init- und Ersatzwert siehe ID 55_529",non-FS,"Verfügbarkeit_Service_TeleX  
To AVAI_SER_TeleX, INIT and replacement value see ID 55_529",TBD
unchanged,CON,40_7554,"Status_Service_Call_TeleX  
ST_SER_CALL_TeleX,		Init- und Ersatzwert siehe ID 55_530",non-FS,"Status_Service_Call_TeleX  
To ST_SER_CALL_TeleX, INIT and replacement value see ID 55_530",TBD
unchanged,CON,40_13329,"Quelle_Trigger_TeleX   
SRC_TR_TeleX wird nicht ausgewertet.",non-FS,"Quelle_Trigger_TeleX   
SRC_TR_TeleX is not analyzed.",TBD
unchanged,CON,40_12019,"Die Überwachung-Parameter für diese Botschaft sind im Kapitel ""Überwachungen"" definiert, siehe ID 55_1221.",non-FS,"The inspection parameters for this message are defined in the section “inspections”, see ID 55_1221.",TBD
